date,player_a,sims_a,player_b,sims_b,wins_a,wins_b,n,comment,contract,knobs,units,early_stop
2026-09-12,Heuristik_hv3_generator,150,Heuristik_hv4_anchor,150,73,77,150,"Segment 2: Artefakt hv3_generator (hv2-Rezept auf dem heutigen Motor MIT Phantom-Fix A2, eingefroren 21:45, Wheel vom hv3-Bau) @150 c_puct 0,3 gegen Anker hv4 @150 c_puct 0,3, drei Bloecke bis zum Deckel ohne Frueh-Stopp (29:21, 20:30, 24:26; Binomial p=0,81): gleich stark; hv2 ohne Fix hatte 77:73 gegen denselben Anker",39648b95bbba1acf,spec:frozen_heuristics/hv3_generator/spec.json,,0
2026-09-12,Heuristik_hv3_generator,150,Heuristik_hv2_generator,150,78,72,150,"Segment 2: hv3 (hv2-Rezept MIT Phantom-Fix A2, heutiger Motor) gegen hv2-Artefakt (ohne A2, Wheel vom 2026-08-26), beide @150 c_puct 0,3, drei Bloecke bis zum Deckel ohne Frueh-Stopp (26:24, 24:26, 28:22; Binomial p=0,68): der Fix aendert die Staerke des Huellen-Lehrers nicht messbar. Cross-Aera-Handshake",39648b95bbba1acf,spec:frozen_heuristics/hv3_generator/spec.json,,0
2026-09-12,v22-b05_live,100,Heuristik_hv4_anchor,150,39,11,50,"Segment 2, Sprosse v22@100 (Nutzer 2026-09-12: Knoten zwischen 1000 und 1158): v22-b05 LIVE (k3v_off) mit 100 Sims gegen Anker-Artefakt hv4_anchor @150 c_puct 0,3 (frozen_referee_match, 6 Prozesse, Seed-Basis 926001), Block 1, FRUEH-STOPP nach 50 Partien (Binomial p=0,0001; 78 Prozent, auch @100 nahe der Saettigung), Golden-Selbsttest gruen, Cross-Aera; 167 s",39648b95bbba1acf,spec:k3v_off.spec.json,,1
2026-09-12,v22-b05_live,100,Heuristik_hv3_generator,150,43,7,50,"Segment 2, Sprosse v22@100: v22-b05 LIVE (k3v_off) mit 100 Sims gegen Artefakt hv3_generator @150 c_puct 0,3 (frozen_referee_match, 6 Prozesse, Seed-Basis 927001), Block 1, FRUEH-STOPP nach 50 Partien (Binomial p<0,0001; 86 Prozent), Golden-Selbsttest gruen, Cross-Aera; 155 s",39648b95bbba1acf,spec:k3v_off.spec.json,,1
2026-09-12,v22-b05_live,100,v22-b05_live,400,21,39,60,"Segment 2, Sprosse v22@100 nach oben angehaengt (Nutzer 2026-09-12: v22@400 mit rein): dasselbe LIVE-ONNX mit 100 gegen 400 Sims, paired_gating Seed 20261050, Bloecke zu 5 Paaren, --log-games, 10 Threads, SPRT H0 nach 30 Paaren (LLR -3,59), McNemar p=0,049, gepaarte Differenz -0,60 [-1,10; -0,10]; 497 s",39648b95bbba1acf,spec:k3v_off.spec.json,"10:3,3,4,3,5,3",1
2026-09-12,v28-b02,100,v28-b02,400,7,23,30,"Segment 2, Sims-Kante am Champion (Nutzer 2026-09-12, 23:35: 'v28-b02@100 vs @400 mit Fruehstopp'; erster Punkt der Neumessung PREREG_search_depth_column_optimum par.8d): dasselbe Modell und dieselbe Champion-Spec mit 100 gegen 400 Sims, paired_gating Seed 20261051, Bloecke zu 5 Paaren, --log-games, 10 Threads, SPRT H0 nach 15 Paaren (LLR -2,95), McNemar p=0,021, gepaarte Differenz -1,07 [-1,71; -0,42], Punkte 50,9 gegen 60,1; 256 s",39648b95bbba1acf,spec:frozen_champions/v28-b02/spec.json,"10:4,3,0",1
2026-09-12,v22-b05_live,25,Heuristik_hv4_anchor,150,38,12,50,"Segment 2, Sprosse v22@25 (Nutzer 2026-09-12: 'Netz@25 auch mal mit Fruehstopp'): v22-b05 LIVE (k3v_off) mit 25 Sims gegen Anker-Artefakt hv4_anchor @150 c_puct 0,3 (frozen_referee_match, 6 Prozesse, Seed-Basis 929001), Block 1, FRUEH-STOPP nach 50 Partien (Binomial p=0,0003; 76 Prozent), Golden-Selbsttest gruen; 92 s",39648b95bbba1acf,spec:k3v_off.spec.json,,1
2026-09-12,v22-b05_live,25,Heuristik_hv3_generator,150,35,15,50,"Segment 2, Sprosse v22@25: v22-b05 LIVE (k3v_off) mit 25 Sims gegen Artefakt hv3_generator @150 c_puct 0,3 (frozen_referee_match, 6 Prozesse, Seed-Basis 930001), Block 1, FRUEH-STOPP nach 50 Partien (Binomial p=0,0066; 70 Prozent, erste Netz-Heuristik-Kante unter 76 Prozent), Golden-Selbsttest gruen; 73 s",39648b95bbba1acf,spec:k3v_off.spec.json,,1
2026-09-12,v22-b05_live,25,v22-b05_live,100,43,57,100,"Segment 2, Sprosse v22@25 nach oben: dasselbe LIVE-ONNX mit 25 gegen 100 Sims, paired_gating Seed 20261052, Bloecke zu 5 Paaren, --log-games, 10 Threads, SPRT H0 nach 50 Paaren (LLR -3,16), McNemar p=0,19, gepaarte Differenz -0,28 [-0,63; +0,07], Punkte 40,9 gegen 46,0; 294 s",39648b95bbba1acf,spec:k3v_off.spec.json,"10:6,6,3,5,4,5,3,5,4,2",1
2026-09-13,Heuristik_hv4_anchor,600,Heuristik_hv4_anchor,150,82,68,150,"Segment 2, Sprossen-Kandidat Heuristik mit mehr Sims (Nutzer 2026-09-12, 23:52): dasselbe Anker-Artefakt mit 600 gegen 150 Sims, beide c_puct 0,3 (frozen_referee_match, 6 Prozesse, Seed-Basen 931001/931051/931101), drei Bloecke a 50 bis zum Deckel ohne Frueh-Stopp (31:19, 23:27, 28:22; Binomial p=0,29): vierfache Suchtiefe bringt der Heuristik rund 55 Prozent; 111 s",39648b95bbba1acf,spec:frozen_heuristics/hv4_anchor/spec.json,,0
2026-09-13,v22-b05_live,25,Heuristik_hv4_anchor,600,76,74,150,"Segment 2, Sprosse v22@25 gegen hv4@600: v22-b05 LIVE (k3v_off) mit 25 Sims gegen Anker-Artefakt mit 600 Sims c_puct 0,3 (frozen_referee_match, 6 Prozesse, Seed-Basen 932001/932051/932101), drei Bloecke bis zum Deckel ohne Frueh-Stopp (25:25, 29:21, 22:28; Binomial p=0,94): gleich stark, obwohl v22@25 gegen hv4@150 76 Prozent holt und hv4@600 gegen hv4@150 nur 55 Prozent (Nicht-Transitivitaet); 254 s",39648b95bbba1acf,spec:k3v_off.spec.json,,0
2026-09-13,v22-b05_live,100,Heuristik_hv4_anchor,600,108,42,150,"Segment 2, Treppe gefestigt: v22-b05 LIVE (k3v_off) mit 100 Sims gegen Anker-Artefakt hv4_anchor mit 600 Sims c_puct 0,3 (frozen_referee_match, 6 Prozesse, Seed-Basen 933001/933051/933101), drei Bloecke a 50 bis zum Deckel ohne Frueh-Stopp (31:19, 39:11, 38:12; Binomial p=7e-8; 72 Prozent), Handshake und Golden-Selbsttest gruen; 166+164+151 = 481 s",39648b95bbba1acf,spec:k3v_off.spec.json,,0
2026-09-13,v22-b05_live,400,Heuristik_hv4_anchor,600,110,40,150,"Segment 2, Treppe gefestigt: v22-b05 LIVE (k3v_off) mit 400 Sims gegen Anker-Artefakt hv4_anchor mit 600 Sims c_puct 0,3 (frozen_referee_match, 6 Prozesse, Seed-Basen 934001/934051/934101), drei Bloecke a 50 bis zum Deckel ohne Frueh-Stopp (34:16, 38:12, 38:12; Binomial p=1e-8; 73 Prozent), Handshake und Golden-Selbsttest gruen; 389+421+413 = 1.223 s",39648b95bbba1acf,spec:k3v_off.spec.json,,0
2026-09-13,v22-b05_live,25,v22-b05_live,100,61,89,150,"Segment 2, Treppe gefestigt: dasselbe LIVE-ONNX v22-b05 (k3v_off) mit 25 gegen 100 Sims, paired_gating Seed 20261053, 75 Paare bis zum Deckel OHNE Frueh-Stopp (alpha=beta=1e-12), Bloecke zu 5 Paaren, --log-games, 10 Threads, McNemar p=0,013, gepaarte Differenz -0,37 [-0,64; -0,11], Punkte 42,8 gegen 48,5, Strafleiste 11,8 gegen 9,6 (59 Prozent fuer @100); 423 s",39648b95bbba1acf,spec:k3v_off.spec.json,"10:4,2,5,5,4,3,4,6,2,3,5,4,4,3,7",0
2026-09-13,v22-b05_live,100,v22-b05_live,400,61,89,150,"Segment 2, Treppe gefestigt: dasselbe LIVE-ONNX v22-b05 (k3v_off) mit 100 gegen 400 Sims, paired_gating Seed 20261054, 75 Paare bis zum Deckel OHNE Frueh-Stopp (alpha=beta=1e-12), Bloecke zu 5 Paaren, --log-games, 10 Threads, McNemar p=0,034, gepaarte Differenz -0,37 [-0,69; -0,06], Punkte 36,6 gegen 42,3, Strafleiste 12,4 gegen 12,3 (59 Prozent fuer @400); 1.062 s",39648b95bbba1acf,spec:k3v_off.spec.json,"10:5,3,5,5,5,5,5,4,3,2,3,4,3,5,4",0
2026-09-13,v28-b02,100,v28-b02,400,45,105,150,"Segment 2, Sims-Kurve par.8e Teil A: dasselbe Champion-ONNX v28-b02 mit 100 gegen 400 Sims, beide c_puct 1,5 und Champion-Spec, paired_gating Seed 20261055, 75 Paare bis zum Deckel OHNE Frueh-Stopp (alpha=beta=1e-12), Bloecke zu 5 Paaren, --log-games, 10 Threads, McNemar p=6e-7, gepaarte Differenz -0,80 [-1,07; -0,53], Punkte 49,0 gegen 57,5, Strafleiste 9,0 gegen 7,9 (30 Prozent fuer @100); 1.121 s",39648b95bbba1acf,spec:frozen_champions/v28-b02/spec.json,"10:3,2,3,4,6,3,2,4,3,2,3,3,3,3,1",0
2026-09-13,v28-b02,200,v28-b02,400,53,97,150,"Segment 2, Sims-Kurve par.8e Teil A: dasselbe Champion-ONNX v28-b02 mit 200 gegen 400 Sims, beide c_puct 1,5 und Champion-Spec, paired_gating Seed 20261056, 75 Paare bis zum Deckel OHNE Frueh-Stopp (alpha=beta=1e-12), Bloecke zu 5 Paaren, --log-games, 10 Threads, McNemar p=0,0005, gepaarte Differenz -0,59 [-0,88; -0,29], Punkte 50,3 gegen 57,3, Strafleiste 8,2 gegen 7,9 (35 Prozent fuer @200); 1.386 s. Dieser Knoten haengt bewusst an EINER Kante (Nutzer 2026-09-13, 02:25)",39648b95bbba1acf,spec:frozen_champions/v28-b02/spec.json,"10:5,4,3,1,6,3,2,6,2,6,3,3,3,2,4",0
2026-09-13,v28-b02,600,v28-b02,400,74,76,150,"Segment 2, Sims-Kurve par.8e Teil A: dasselbe Champion-ONNX v28-b02 mit 600 gegen 400 Sims, beide c_puct 1,5 und Champion-Spec, paired_gating Seed 20261057, 75 Paare bis zum Deckel OHNE Frueh-Stopp (alpha=beta=1e-12), Bloecke zu 5 Paaren, --log-games, 10 Threads, McNemar p=1,0, gepaarte Differenz -0,03 [-0,34; +0,28], Punkte 53,9 gegen 52,6, Strafleiste 7,9 gegen 8,4: GLEICHSTAND, Saettigung der Staerke bei 400; 2.364 s. Dieser Knoten haengt bewusst an EINER Kante (Nutzer 2026-09-13, 02:25)",39648b95bbba1acf,spec:frozen_champions/v28-b02/spec.json,"10:7,5,5,7,8,6,5,6,2,4,7,3,3,2,4",0
2026-09-13,v28-b02,100,v22-b05_live,25,172,28,200,"Segment 2, ZWEITE Aufhaengung des Knotens v28-b02@100 (Nutzer 2026-09-13, 01:50: das Intervall aus 30 Partien war degeneriert): Champion-ONNX v28-b02 mit 100 Sims und Champion-Spec gegen v22-b05 LIVE (k3v_off) mit 25 Sims, beide c_puct 1,5, paired_gating Seed 20261058, 100 Paare bis zum Deckel OHNE Frueh-Stopp (alpha=beta=1e-12), Bloecke zu 5 Paaren, --log-games, 10 Threads, McNemar p=5e-19, gepaarte Differenz +1,44 [+1,24; +1,64], Punkte 58,9 gegen 41,2, Strafleiste 9,1 gegen 9,0 (86 Prozent); 601 s",39648b95bbba1acf,spec:frozen_champions/v28-b02/spec.json (A) gegen spec:k3v_off.spec.json (B),"10:9,9,8,5,6,8,9,9,8,9,9,10,8,10,9,9,10,9,10,8",0
2026-09-14,v29-b03,400,v28-b02,400,124,86,210,"Segment 2, Tor 1 v29-b03 gegen den amtierenden Champion, Seed 20261067 von drei (PREREG_v29_window.md par.9). Gepaartes Gating, Blockgroesse 5, SPRT-Abbruch, Champion-Spec beidseits, gleiches Wheel 39994362fba145a6.",39994362fba145a6,spec:frozen_champions/v28-b02/spec.json,"10:3,6,6,6,5,4,5,7,6,7,6,5,7,5,8,7,6,6,5,5,9",1
2026-09-14,v29-b03,400,v28-b02,400,87,93,180,"Segment 2, Tor 1 v29-b03 gegen den amtierenden Champion, Seed 20261068 von drei (PREREG_v29_window.md par.9). Gepaartes Gating, Blockgroesse 5, SPRT-Abbruch, Champion-Spec beidseits, gleiches Wheel 39994362fba145a6.",39994362fba145a6,spec:frozen_champions/v28-b02/spec.json,"10:7,5,5,3,5,7,7,5,4,5,8,8,6,3,2,3,2,2",1
2026-09-14,v29-b03,400,v28-b02,400,64,36,100,"Segment 2, Tor 1 v29-b03 gegen den amtierenden Champion, Seed 20261069 von drei (PREREG_v29_window.md par.9). Gepaartes Gating, Blockgroesse 5, SPRT-Abbruch, Champion-Spec beidseits, gleiches Wheel 39994362fba145a6.",39994362fba145a6,spec:frozen_champions/v28-b02/spec.json,"10:7,8,6,6,6,3,8,6,6,8",1
2026-09-15,v29-b03,400,Heuristik_hv4_anchor,150,128,22,150,"Segment 2: v29-b03 @400 c_puct 1,5 (Champion-Spec) gegen Anker-Artefakt hv4_anchor @150 c_puct 0,3, frozen_referee_match 6 Worker, Seed-Basis 20261097, 150 Partien OHNE Frueh-Stopp (85,3 Prozent), Golden-Selbsttest gruen, Cross-Aera (Artefakt 39648b95bbba1acf gegen Live 39994362fba145a6); 1.293 s",39994362fba145a6,,,0
2026-09-18,v29-b07,400,v28-b02,400,204,196,400,"Segment 2: v29-b07 @400 c_puct 1,5 gegen Champion v28-b02_brierbest @400, Champion-Spec beidseits, paired_gating Blockgroesse 5, Deckel 200 Paare, alpha = beta = 0,001 (SPRT ohne Frueh-Stopp-Wirkung), 10 Threads, Seed 20261230; SPRT UNDECIDED_CAP_REACHED, McNemar p 0.7709189909371138; 4898.1 s",cfd94509f0aab102,spec:frozen_champions/v28-b02/spec.json,"10:2,3,6,6,7,5,4,4,5,5,4,2,8,4,5,4,8,6,7,4,6,7,6,7,7,5,4,3,4,4,5,5,7,7,4,5,2,5,4,8",0
2026-09-18,v29-b07,400,v28-b02,400,214,186,400,"Segment 2: v29-b07 @400 c_puct 1,5 gegen Champion v28-b02_brierbest @400, Champion-Spec beidseits, paired_gating Blockgroesse 5, Deckel 200 Paare, alpha = beta = 0,001 (SPRT ohne Frueh-Stopp-Wirkung), 10 Threads, Seed 20261231; SPRT UNDECIDED_CAP_REACHED, McNemar p 0.17966501480803043; 4895.9 s",cfd94509f0aab102,spec:frozen_champions/v28-b02/spec.json,"10:3,6,5,2,7,6,7,2,6,4,8,5,6,6,7,4,8,5,4,8,2,7,7,5,4,4,3,3,6,4,6,5,4,7,6,7,7,3,7,8",0
2026-09-18,v29-b07,400,Heuristik_hv4_anchor,150,129,21,150,"Segment 2: v29-b07 @400 c_puct 1,5 (Champion-Spec) gegen Heuristik_hv4_anchor, frozen_referee_match 6 Worker, Seed-Basis 20261600, 150 Partien OHNE Frueh-Stopp; Golden-Selbsttest mismatches [], Cross-Aera (Artefakt 39648b95bbba1acf gegen Live cfd94509f0aab102); 1246.049174899992 s",cfd94509f0aab102,spec:frozen_champions/v28-b02/spec.json,,0
2026-09-18,v29-b07,400,v27-b01,400,81,69,150,"Segment 2: v29-b07 @400 c_puct 1,5 (Champion-Spec) gegen v27-b01, frozen_referee_match 6 Worker, Seed-Basis 20261250, 150 Partien OHNE Frueh-Stopp; Golden-Selbsttest mismatches [], Cross-Aera (Artefakt 20b442a8164f748d gegen Live cfd94509f0aab102); 2388.158391200006 s",cfd94509f0aab102,spec:frozen_champions/v28-b02/spec.json,,0
2026-09-18,v29-b09,400,v28-b02,400,210,190,400,"Segment 2: v29-b09 @400 c_puct 1,5 gegen Champion v28-b02_brierbest @400, Champion-Spec beidseits, paired_gating Blockgroesse 5, Deckel 200 Paare, alpha = beta = 0,001 (SPRT ohne Frueh-Stopp-Wirkung), 10 Threads, Seed 20261240; SPRT UNDECIDED_CAP_REACHED, McNemar p 0.36335418766405314; 4778.4 s",cfd94509f0aab102,spec:frozen_champions/v28-b02/spec.json,"10:4,5,5,5,8,5,5,0,6,3,5,7,4,5,4,5,5,9,5,6,5,6,5,5,5,6,5,4,2,6,5,5,5,6,9,5,7,6,5,7",0
